id,decision,score,category,family,question,correct_answer,reasons
q3309,KEEP,5.0,Eğlence,director,Roma filminin yönetmeni kimdir?,Alfonso Cuarón,
q3623,KEEP,5.0,Sanat & Edebiyat,author,Decameron adlı eserin yazarı kimdir?,Giovanni Boccaccio,
q3625,KEEP,5.0,Sanat & Edebiyat,author,Kayıp Cennet adlı eserin yazarı kimdir?,John Milton,
q3626,KEEP,5.0,Sanat & Edebiyat,author,Candide adlı eserin yazarı kimdir?,Voltaire,
q3630,KEEP,5.0,Sanat & Edebiyat,author,Parma Manastırı adlı eserin yazarı kimdir?,Stendhal,
q3631,KEEP,5.0,Sanat & Edebiyat,author,Ölü Canlar adlı eserin yazarı kimdir?,Nikolay Gogol,
q3636,KEEP,5.0,Sanat & Edebiyat,author,Vişne Bahçesi adlı eserin yazarı kimdir?,Anton Çehov,
q3637,KEEP,5.0,Sanat & Edebiyat,author,Doktor Jivago adlı eserin yazarı kimdir?,Boris Pasternak,
q3638,KEEP,5.0,Sanat & Edebiyat,author,Madame Bovary adlı eserin yazarı kimdir?,Gustave Flaubert,
q3642,KEEP,5.0,Sanat & Edebiyat,author,Germinal adlı eserin yazarı kimdir?,Émile Zola,
q3644,KEEP,5.0,Sanat & Edebiyat,author,Ulysses adlı eserin yazarı kimdir?,James Joyce,
q3645,KEEP,5.0,Sanat & Edebiyat,author,Dublinliler adlı eserin yazarı kimdir?,James Joyce,
q3646,KEEP,5.0,Sanat & Edebiyat,author,Ses ve Öfke adlı eserin yazarı kimdir?,William Faulkner,
q3648,KEEP,5.0,Sanat & Edebiyat,author,Gazap Üzümleri adlı eserin yazarı kimdir?,John Steinbeck,
q3649,KEEP,5.0,Sanat & Edebiyat,author,Cennetin Doğusu adlı eserin yazarı kimdir?,John Steinbeck,
q3651,KEEP,5.0,Sanat & Edebiyat,author,Kızıl Damga adlı eserin yazarı kimdir?,Nathaniel Hawthorne,
q3652,KEEP,5.0,Sanat & Edebiyat,author,Walden adlı eserin yazarı kimdir?,Henry David Thoreau,
q3654,KEEP,5.0,Sanat & Edebiyat,author,Muhteşem Gatsby adlı eserin yazarı kimdir?,F. Scott Fitzgerald,
q3656,KEEP,5.0,Sanat & Edebiyat,author,Görünmez Adam adlı eserin yazarı kimdir?,Ralph Ellison,
q3657,KEEP,5.0,Sanat & Edebiyat,author,Sevilen adlı eserin yazarı kimdir?,Toni Morrison,
q3661,KEEP,5.0,Sanat & Edebiyat,author,Ruhlar Evi adlı eserin yazarı kimdir?,Isabel Allende,
q3662,KEEP,5.0,Sanat & Edebiyat,author,Seksek adlı eserin yazarı kimdir?,Julio Cortázar,
q3663,KEEP,5.0,Sanat & Edebiyat,author,Ficciones adlı eserin yazarı kimdir?,Jorge Luis Borges,
q3664,KEEP,5.0,Sanat & Edebiyat,author,Alef adlı eserin yazarı kimdir?,Jorge Luis Borges,
q3665,KEEP,5.0,Sanat & Edebiyat,author,Pedro Páramo adlı eserin yazarı kimdir?,Juan Rulfo,
q3668,KEEP,5.0,Sanat & Edebiyat,author,Yıldızın Saati adlı eserin yazarı kimdir?,Clarice Lispector,
q3669,KEEP,5.0,Sanat & Edebiyat,author,Parçalanma adlı eserin yazarı kimdir?,Chinua Achebe,
q3671,KEEP,5.0,Sanat & Edebiyat,author,Kahire Üçlemesi adlı eserin yazarı kimdir?,Necib Mahfuz,
q3674,KEEP,5.0,Sanat & Edebiyat,author,A Fine Balance adlı eserin yazarı kimdir?,Rohinton Mistry,
q3675,KEEP,5.0,Sanat & Edebiyat,author,Karlar Ülkesi adlı eserin yazarı kimdir?,Yasunari Kawabata,
q3676,KEEP,5.0,Sanat & Edebiyat,author,Kokoro adlı eserin yazarı kimdir?,Natsume Sōseki,
q3677,KEEP,5.0,Sanat & Edebiyat,author,Kumların Kadını adlı eserin yazarı kimdir?,Kōbō Abe,
q3678,KEEP,5.0,Sanat & Edebiyat,author,Vejetaryen adlı eserin yazarı kimdir?,Han Kang,
q3679,KEEP,5.0,Sanat & Edebiyat,author,Hafıza Polisi adlı eserin yazarı kimdir?,Yōko Ogawa,
q4046,KEEP,5.0,Spor,sport,Maraton sporunda resmî yarış mesafesi kaç kilometredir?,"42,195",doğru seçenek uzunluğuyla ayrışıyor
q4288,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan Oliver! filminin yönetmeni kimdir?,Carol Reed,
q4289,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan Midnight Cowboy filminin yönetmeni kimdir?,John Schlesinger,
q4290,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan Patton filminin yönetmeni kimdir?,Franklin J. Schaffner,
q4292,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan The Godfather filminin yönetmeni kimdir?,Francis Ford Coppola,
q4293,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan The Sting filminin yönetmeni kimdir?,George Roy Hill,
q4297,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan Annie Hall filminin yönetmeni kimdir?,Woody Allen,
q4302,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan Gandhi filminin yönetmeni kimdir?,Richard Attenborough,
q4304,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan Amadeus filminin yönetmeni kimdir?,Miloš Forman,
q4305,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan Out of Africa filminin yönetmeni kimdir?,Sydney Pollack,
q4306,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan Platoon filminin yönetmeni kimdir?,Oliver Stone,
q4308,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan Rain Man filminin yönetmeni kimdir?,Barry Levinson,
q4312,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan Unforgiven filminin yönetmeni kimdir?,Clint Eastwood,
q4315,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan Braveheart filminin yönetmeni kimdir?,Mel Gibson,
q4320,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan Gladiator filminin yönetmeni kimdir?,Ridley Scott,
q4325,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan Crash filminin yönetmeni kimdir?,Paul Haggis,
q4326,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan The Departed filminin yönetmeni kimdir?,Martin Scorsese,
q4331,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan The Artist filminin yönetmeni kimdir?,Michel Hazanavicius,
q4332,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan Argo filminin yönetmeni kimdir?,Ben Affleck,
q4334,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan Birdman filminin yönetmeni kimdir?,Alejandro G. Iñárritu,
q4335,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan Spotlight filminin yönetmeni kimdir?,Tom McCarthy,
q4336,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan Moonlight filminin yönetmeni kimdir?,Barry Jenkins,
q4338,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan Green Book filminin yönetmeni kimdir?,Peter Farrelly,
q4339,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan Parasite filminin yönetmeni kimdir?,Bong Joon Ho,
q4340,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan Nomadland filminin yönetmeni kimdir?,Chloé Zhao,
q4341,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan CODA filminin yönetmeni kimdir?,Sian Heder,
q4343,KEEP,5.0,Eğlence,director,En İyi Film Oscarını kazanan Oppenheimer filminin yönetmeni kimdir?,Christopher Nolan,
q6955,KEEP,5.0,Spor,sport,Glasgow şehrinde bulunan ve ağırlıklı olarak futbol için kullanılan spor tesisi hangisidir?,Celtic Park,
q7015,KEEP,5.0,Spor,sport,Edinburgh şehrinde bulunan ve ağırlıklı olarak ragbi için kullanılan spor tesisi hangisidir?,Murrayfield Stadyumu,
q15435,KEEP,5.0,Eğlence,entertainment,The Office (ABD) ve 30 Rock dizilerinin ilk yayınlandığı ortak kanal veya platform hangisidir?,NBC,
q25802,KEEP,5.0,Tarih,year,Roma’nın geleneksel kuruluş tarihi hangi yılda gerçekleşti?,MÖ 753,
q002,KEEP,4.5,Coğrafya,geo,Dünyanın en büyük okyanusu hangisidir?,Pasifik Okyanusu,
q005,KEEP,4.5,Coğrafya,location,Sahra Çölü hangi kıtadadır?,Afrika,
q012,KEEP,4.5,Coğrafya,geo,Ekvator çizgisinden adını alan ülke hangisidir?,Ekvador,
q014,KEEP,4.5,Coğrafya,geo,Akdeniz hangi iki kıta arasında yer alır?,Avrupa ve Afrika,
q057,KEEP,4.5,Tarih,history,Moğol İmparatorluğu’nun kurucusu kimdir?,Cengiz Han,
q058,KEEP,4.5,Tarih,history,Amerikan Bağımsızlık Bildirgesi hangi yılda kabul edildi?,1776,
q062,KEEP,4.5,Sanat & Edebiyat,art,Hamlet’in yazarı kimdir?,William Shakespeare,açıklama çoğunlukla cevabı tekrar ediyor
q095,KEEP,4.5,Bilim & Doğa,science,Doğada bulunan en sert madde hangisidir?,Elmas,
q100,KEEP,4.5,Bilim & Doğa,science,Hücrenin enerji üretim merkezi olarak bilinen organel hangisidir?,Mitokondri,
q119,KEEP,4.5,Spor,sport,Ragbi oyununda topu rakip sayı alanına bırakmaya ne denir?,Try,
q602,KEEP,4.5,Eğlence,director,Francis Ford Coppola tarafından yönetilen film hangisidir?,Baba,açıklama çoğunlukla cevabı tekrar ediyor
q856,KEEP,4.5,Eğlence,entertainment,Bong Joon-ho'nun Parazit filmi hangi yılda gösterime girdi?,2019,
q949,KEEP,4.5,Eğlence,entertainment,Peaky Blinders dizisi ilk kez hangi yılda yayımlandı?,2013,
q1044,KEEP,4.5,Eğlence,entertainment,Michael Jackson'ın Thriller albümü hangi yılda yayımlandı?,1982,
q2822,KEEP,4.5,Spor,champion,1986 FIFA Dünya Kupası hangi ülkede düzenlendi?,Meksika,açıklama çoğunlukla cevabı tekrar ediyor
q2849,KEEP,4.5,Spor,champion,2014 FIFA Dünya Kupası hangi ülkede düzenlendi?,Brezilya,açıklama çoğunlukla cevabı tekrar ediyor
q2859,KEEP,4.5,Spor,champion,2018 FIFA Dünya Kupası hangi ülkede düzenlendi?,Rusya,açıklama çoğunlukla cevabı tekrar ediyor
q2892,KEEP,4.5,Spor,sport,2016 Avrupa Futbol Şampiyonası hangi ülkede düzenlendi?,Fransa,
q4031,KEEP,4.5,Spor,sport,Polo sporunda bir takım sahada kaç biniciyle yer alır?,4,
q4061,KEEP,4.5,Spor,sport,Satranç sporunda standart tahtada kaç kare bulunur?,64,
q4068,KEEP,4.5,Spor,sport,Bir takımın sahada beş oyuncuyla yer alması aşağıdaki sporlardan hangisinin standart kurallarında görülür?,Basketbol,
q4084,KEEP,4.5,Spor,sport,Bir takımın dört atlı oyuncuyla yer alması aşağıdaki sporlardan hangisinin standart kurallarında görülür?,Polo,doğru seçenek uzunluğuyla ayrışıyor
q4096,KEEP,4.5,Spor,sport,Standart en yüksek serinin 147 puan olması aşağıdaki sporlardan hangisinin standart kurallarında görülür?,Snooker,
q4102,KEEP,4.5,Spor,sport,Uzun kulvar havuzunun 50 metre olması aşağıdaki sporlardan hangisinin standart kurallarında görülür?,Yüzme,
q4103,KEEP,4.5,Spor,sport,Yarış havuzunun 25 metre olması aşağıdaki sporlardan hangisinin standart kurallarında görülür?,Kısa kulvar yüzme,
q4106,KEEP,4.5,Spor,sport,Olimpik velodrom pistinin 250 metre olması aşağıdaki sporlardan hangisinin standart kurallarında görülür?,Pist bisikleti,
q4109,KEEP,4.5,Spor,sport,Beş temel disiplini birleştiren spor aşağıdaki sporlardan hangisinin standart kurallarında görülür?,Modern pentatlon,
q4114,KEEP,4.5,Spor,sport,Sekize sekiz düzeninde 64 kareli tahta aşağıdaki sporlardan hangisinin standart kurallarında görülür?,Satranç,
q4115,KEEP,4.5,Spor,sport,Her oyuncunun oyuna 16 taşla başlaması aşağıdaki sporlardan hangisinin standart kurallarında görülür?,Satranç,
q4118,KEEP,4.5,Spor,sport,Her frame başında 10 kuka dizilmesi aşağıdaki sporlardan hangisinin standart kurallarında görülür?,On kuka bowling,
q5877,KEEP,4.5,Bilim & Doğa,science,Aort insan vücudunda nerede bulunur?,Kalbin sol karıncığından çıkar,açıklama çoğunlukla cevabı tekrar ediyor
q5886,KEEP,4.5,Bilim & Doğa,science,Apandis insan vücudunda nerede bulunur?,Kör bağırsağa bağlı olarak sağ alt karında,açıklama çoğunlukla cevabı tekrar ediyor
q5937,KEEP,4.5,Bilim & Doğa,science,Mide yapısının temel görevlerinden biri hangisidir?,Besini karıştırır ve protein sindirimini başlatır,açıklama çoğunlukla cevabı tekrar ediyor
q5940,KEEP,4.5,Bilim & Doğa,science,İleum yapısının temel görevlerinden biri hangisidir?,B12 vitamini ve safra tuzlarının emilimine katkı sağlar,açıklama çoğunlukla cevabı tekrar ediyor
q5945,KEEP,4.5,Bilim & Doğa,science,Patella yapısının temel görevlerinden biri hangisidir?,Diz eklemini korur ve kasların kaldıraç etkisini artırır,açıklama çoğunlukla cevabı tekrar ediyor
q5953,KEEP,4.5,Bilim & Doğa,science,Sternum yapısının temel görevlerinden biri hangisidir?,Kaburgalarla birlikte göğüs organlarını korur,açıklama çoğunlukla cevabı tekrar ediyor
q5956,KEEP,4.5,Spor,sport,Camp Nou hangi şehirde bulunur?,Barselona,
q5958,KEEP,4.5,Spor,sport,San Siro hangi şehirde bulunur?,Milano,
q5959,KEEP,4.5,Spor,sport,Maracanã hangi şehirde bulunur?,Rio de Janeiro,
q5960,KEEP,4.5,Spor,sport,La Bombonera hangi şehirde bulunur?,Buenos Aires,
q5963,KEEP,4.5,Spor,sport,Old Trafford hangi şehirde bulunur?,Manchester,
q5964,KEEP,4.5,Spor,sport,Anfield hangi şehirde bulunur?,Liverpool,
q5976,KEEP,4.5,Spor,sport,TD Garden hangi şehirde bulunur?,Boston,
q5978,KEEP,4.5,Spor,sport,Chase Center hangi şehirde bulunur?,San Francisco,
q5980,KEEP,4.5,Spor,sport,Bell Centre hangi şehirde bulunur?,Montreal,
q6008,KEEP,4.5,Spor,sport,Rose Bowl hangi şehirde bulunur?,Pasadena,
q6012,KEEP,4.5,Spor,sport,Camp Nou hangi ülkede bulunur?,İspanya,
q6014,KEEP,4.5,Spor,sport,San Siro hangi ülkede bulunur?,İtalya,
q6020,KEEP,4.5,Spor,sport,Anfield hangi ülkede bulunur?,Birleşik Krallık,
q6032,KEEP,4.5,Spor,sport,TD Garden hangi ülkede bulunur?,Amerika Birleşik Devletleri,
q6036,KEEP,4.5,Spor,sport,Bell Centre hangi ülkede bulunur?,Kanada,
q6060,KEEP,4.5,Spor,sport,Ellis Park hangi ülkede bulunur?,Güney Afrika,
q6648,KEEP,4.5,Sanat & Edebiyat,art,Lev Tolstoy tarafından oluşturulan ve roman niteliğindeki eser hangisidir?,Anna Karenina,açıklama çoğunlukla cevabı tekrar ediyor
q7550,KEEP,4.5,Tarih,history,Klasik Maya Dönemi dönemine tarihlenen ve Honduras sınırlarında bulunan alan hangisidir?,Copán,doğru seçenek uzunluğuyla ayrışıyor
q23145,KEEP,4.5,Sanat & Edebiyat,author,Sevgili Arsız Ölüm eserinin yazarı kimdir?,Latife Tekin,
q23243,KEEP,4.5,Sanat & Edebiyat,author,Gece eserinin yazarı kimdir?,Bilge Karasu,
q23285,KEEP,4.5,Sanat & Edebiyat,author,Hakkâri’de Bir Mevsim eserinin yazarı kimdir?,Ferit Edgü,
q23292,KEEP,4.5,Sanat & Edebiyat,author,Mantıku’t-Tayr eserinin yazarı kimdir?,Ferîdüddin Attâr,
q23302,KEEP,4.5,Sanat & Edebiyat,author,Kar eserinin yazarı kimdir?,Orhan Pamuk,
q23336,KEEP,4.5,Sanat & Edebiyat,author,Puslu Kıtalar Atlası eserinin yazarı kimdir?,İhsan Oktay Anar,
q23462,KEEP,4.5,Sanat & Edebiyat,author,Araba Sevdası eserinin yazarı kimdir?,Recaizade Mahmut Ekrem,
q23518,KEEP,4.5,Sanat & Edebiyat,author,David Copperfield eserinin yazarı kimdir?,Charles Dickens,
q23698,KEEP,4.5,Sanat & Edebiyat,author,Anayurt Oteli eserinin yazarı kimdir?,Yusuf Atılgan,
q23790,KEEP,4.5,Sanat & Edebiyat,author,Veba eserinin yazarı kimdir?,Albert Camus,
q23800,KEEP,4.5,Sanat & Edebiyat,author,Robinson Crusoe eserinin yazarı kimdir?,Daniel Defoe,
q23830,KEEP,4.5,Sanat & Edebiyat,author,Usta ile Margarita eserinin yazarı kimdir?,Mihail Bulgakov,
q23880,KEEP,4.5,Sanat & Edebiyat,author,Mai ve Siyah eserinin yazarı kimdir?,Halit Ziya Uşaklıgil,
q24098,KEEP,4.5,Sanat & Edebiyat,author,Hüsn ü Aşk eserinin yazarı kimdir?,Şeyh Galip,
q24250,KEEP,4.5,Sanat & Edebiyat,author,Mor Yıllar eserinin yazarı kimdir?,Alice Walker,
q072,KEEP,4.0,Sanat & Edebiyat,art,Sistina Şapeli’nin tavan freskleriyle tanınan sanatçı kimdir?,Michelangelo,
q2531,KEEP,4.0,Spor,sport,Beşer oyunculu iki takımın topu rakip potaya atarak sayı kazanmaya çalıştığı spor hangisidir?,Basketbol,
q5633,KEEP,4.0,Sanat & Edebiyat,art,Der Freischütz adlı klasik müzik eserinin bestecisi kimdir?,Carl Maria von Weber,açıklama çoğunlukla cevabı tekrar ediyor
q5640,KEEP,4.0,Sanat & Edebiyat,art,Düğün Marşı adlı klasik müzik eserinin bestecisi kimdir?,Felix Mendelssohn,açıklama çoğunlukla cevabı tekrar ediyor
q5648,KEEP,4.0,Sanat & Edebiyat,art,Radetzky Marşı adlı klasik müzik eserinin bestecisi kimdir?,Johann Strauss I,açıklama çoğunlukla cevabı tekrar ediyor
q5655,KEEP,4.0,Sanat & Edebiyat,art,Arının Uçuşu adlı klasik müzik eserinin bestecisi kimdir?,Nikolay Rimski-Korsakov,açıklama çoğunlukla cevabı tekrar ediyor
q5659,KEEP,4.0,Sanat & Edebiyat,art,Slav Dansları adlı klasik müzik eserinin bestecisi kimdir?,Antonín Dvořák,açıklama çoğunlukla cevabı tekrar ediyor
q5675,KEEP,4.0,Sanat & Edebiyat,art,Romeo ve Juliet adlı klasik müzik eserinin bestecisi kimdir?,Sergey Prokofyev,açıklama çoğunlukla cevabı tekrar ediyor
q6479,KEEP,4.0,Tarih,history,Myanmar sınırlarında bulunan ve Pagan Krallığı ile ilişkilendirilen arkeolojik alan hangisidir?,Bagan,
q6964,KEEP,4.0,Spor,champion,Los Angeles Lakers ile Orlando Magic takımlarının finalde karşılaştığı NBA Finalleri hangi yılda oynanmıştır?,2009,
q6976,KEEP,4.0,Spor,champion,İspanya ile Hollanda takımlarının finalde karşılaştığı FIFA Dünya Kupası hangi yılda oynanmıştır?,2010,
q6988,KEEP,4.0,Spor,sport,İspanya ile Almanya takımlarının finalde karşılaştığı Avrupa Futbol Şampiyonası hangi yılda oynanmıştır?,2008,
q6998,KEEP,4.0,Spor,sport,İtalya takımının kazandığı 2020 Avrupa Futbol Şampiyonası hangi ülkede düzenlenmiştir?,Avrupa genelinde,
q7000,KEEP,4.0,Spor,sport,Danimarka ile Almanya takımlarının finalde karşılaştığı Avrupa Futbol Şampiyonası hangi yılda oynanmıştır?,1992,
q7012,KEEP,4.0,Spor,champion,İngiltere ile Batı Almanya takımlarının finalde karşılaştığı FIFA Dünya Kupası hangi yılda oynanmıştır?,1966,
q7024,KEEP,4.0,Spor,sport,Portekiz ile Fransa takımlarının finalde karşılaştığı Avrupa Futbol Şampiyonası hangi yılda oynanmıştır?,2016,
q7036,KEEP,4.0,Spor,champion,Arjantin ile Batı Almanya takımlarının finalde karşılaştığı FIFA Dünya Kupası hangi yılda oynanmıştır?,1986,
q7046,KEEP,4.0,Spor,sport,Hollanda takımının kazandığı 1988 Avrupa Futbol Şampiyonası hangi ülkede düzenlenmiştir?,Batı Almanya,
q7048,KEEP,4.0,Spor,champion,Brezilya ile Çekoslovakya takımlarının finalde karşılaştığı FIFA Dünya Kupası hangi yılda oynanmıştır?,1962,
q7082,KEEP,4.0,Spor,sport,Yunanistan takımının kazandığı 2004 Avrupa Futbol Şampiyonası hangi ülkede düzenlenmiştir?,Portekiz,
q7094,KEEP,4.0,Spor,sport,İspanya takımının kazandığı 2024 Avrupa Futbol Şampiyonası hangi ülkede düzenlenmiştir?,Almanya,
q7118,KEEP,4.0,Spor,sport,Fransa takımının kazandığı 2000 Avrupa Futbol Şampiyonası hangi ülkede düzenlenmiştir?,Belçika ve Hollanda,
q7120,KEEP,4.0,Spor,champion,İtalya ile Fransa takımlarının finalde karşılaştığı FIFA Dünya Kupası hangi yılda oynanmıştır?,2006,
q7456,KEEP,4.0,Tarih,history,Sudan sınırlarında bulunan ve Kuş Krallığı ile ilişkilendirilen arkeolojik alan hangisidir?,Meroë,
q7512,KEEP,4.0,Tarih,history,Peru sınırlarında bulunan ve Chimú uygarlığı ile ilişkilendirilen arkeolojik alan hangisidir?,Chan Chan,
q7520,KEEP,4.0,Tarih,history,Peru sınırlarında bulunan ve Nazca kültürü ile ilişkilendirilen arkeolojik alan hangisidir?,Nazca Çizgileri,
q7528,KEEP,4.0,Tarih,history,Vietnam sınırlarında bulunan ve Çampa Krallığı ile ilişkilendirilen arkeolojik alan hangisidir?,Mỹ Sơn,
q7600,KEEP,4.0,Tarih,history,Çin sınırlarında bulunan ve Shang Hanedanı ile ilişkilendirilen arkeolojik alan hangisidir?,Anyang,
q8002,KEEP,4.0,Spor,champion,Brezilya ile İsveç takımlarının finalde karşılaştığı FIFA Dünya Kupası hangi yılda oynanmıştır?,1958,
q8048,KEEP,4.0,Spor,sport,Almanya takımının kazandığı 1996 Avrupa Futbol Şampiyonası hangi ülkede düzenlenmiştir?,İngiltere,
q14323,KEEP,4.0,Eğlence,entertainment,Élite ve Kingdom dizilerinin ilk yayınlandığı ortak kanal veya platform hangisidir?,Netflix,
q15351,KEEP,4.0,Eğlence,entertainment,Delhi Crime ve Lupin dizilerinin ilk yayınlandığı ortak kanal veya platform hangisidir?,Netflix,
q16356,KEEP,4.0,Eğlence,entertainment,The Crown ve Squid Game dizilerinin ilk yayınlandığı ortak kanal veya platform hangisidir?,Netflix,
q18426,KEEP,4.0,Eğlence,entertainment,Borgen ve The Killing dizilerinin ilk yayınlandığı ortak kanal veya platform hangisidir?,DR1,
q23213,KEEP,4.0,Tarih,year,Hammurabi Kanunları’nın derlenmesi hangi yılda gerçekleşti?,MÖ 1754,
q29359,KEEP,4.0,Tarih,year,Titanic’in batması hangi yılda gerçekleşti?,1912,
q31628,KEEP,4.0,Tarih,year,Kadeş Muharebesi hangi yılda gerçekleşti?,MÖ 1274,
q32823,KEEP,4.0,Tarih,year,Küba Füze Krizi hangi yılda gerçekleşti?,1962,
q4018,KEEP,3.5,Spor,sport,Plaj voleybolu sporunda bir takım kaç oyuncudan oluşur?,2,
q4029,KEEP,3.5,Spor,sport,Kriket sporunda bir takım kaç oyuncudan oluşur?,11,
q4116,KEEP,3.5,Spor,sport,19’a 19 çizgili strateji tahtası aşağıdaki sporlardan hangisinin standart kurallarında görülür?,Go,doğru seçenek uzunluğuyla ayrışıyor
q4122,KEEP,3.5,Coğrafya,geo,Almanya ile kara sınırı bulunan ülkelerden biri hangisidir?,Avusturya,
