id,status,categoryIndex,difficulty,family,reason,question,correctAnswer
q3173,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Kamboçya ülkesinin başkenti hangisidir?,Phnom Penh
q3174,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Kamerun ülkesinin başkenti hangisidir?,Yaoundé
q3175,KEEP,0,Zor,capital,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Katar ülkesinin başkenti hangisidir?,Doha
q3176,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Kazakistan ülkesinin başkenti hangisidir?,Astana
q3177,KEEP,0,Zor,capital,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Kenya ülkesinin başkenti hangisidir?,Nairobi
q3178,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Kiribati ülkesinin başkenti hangisidir?,South Tarawa
q3179,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Kolombiya ülkesinin başkenti hangisidir?,Bogota
q3180,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Komorlar ülkesinin başkenti hangisidir?,Moroni
q3181,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Kongo - Brazavil ülkesinin başkenti hangisidir?,Brazzaville
q3182,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Kongo - Kinşasa ülkesinin başkenti hangisidir?,Kinshasa
q3183,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Kosta Rika ülkesinin başkenti hangisidir?,San José
q3184,KEEP,0,Zor,capital,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Kuveyt ülkesinin başkenti hangisidir?,Kuwait City
q3185,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Kuzey Kore ülkesinin başkenti hangisidir?,Pyongyang
q3186,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Kuzey Makedonya ülkesinin başkenti hangisidir?,Üsküp
q3187,KEEP,0,Zor,capital,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Küba ülkesinin başkenti hangisidir?,Havana
q3188,KEEP,0,Zor,capital,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Kıbrıs ülkesinin başkenti hangisidir?,Lefkoşa
q3189,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Kırgızistan ülkesinin başkenti hangisidir?,Bishkek
q3190,KEEP,0,Zor,capital,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Laos ülkesinin başkenti hangisidir?,Vientiane
q3191,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Lesotho ülkesinin başkenti hangisidir?,Maseru
q3192,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Letonya ülkesinin başkenti hangisidir?,Riga
q3193,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Liberya ülkesinin başkenti hangisidir?,Monrovia
q3194,KEEP,0,Zor,capital,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Libya ülkesinin başkenti hangisidir?,Trablus
q3195,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Liechtenstein ülkesinin başkenti hangisidir?,Vaduz
q3196,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Litvanya ülkesinin başkenti hangisidir?,Vilnius
q3197,KEEP,0,Zor,capital,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Lübnan ülkesinin başkenti hangisidir?,Beirut
q3198,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Lüksemburg ülkesinin başkenti hangisidir?,Luxembourg
q3199,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Macaristan ülkesinin başkenti hangisidir?,Budapeşte
q3200,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Madagaskar ülkesinin başkenti hangisidir?,Antananarivo
q3201,KEEP,0,Zor,capital,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Malavi ülkesinin başkenti hangisidir?,Lilongwe
q3202,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Maldivler ülkesinin başkenti hangisidir?,Malé
q3203,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Malezya ülkesinin başkenti hangisidir?,Kuala Lumpur
q3204,KEEP,0,Zor,capital,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Mali ülkesinin başkenti hangisidir?,Bamako
q3205,KEEP,0,Zor,capital,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Malta ülkesinin başkenti hangisidir?,Valletta
q3206,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Marshall Adaları ülkesinin başkenti hangisidir?,Majuro
q3207,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Mauritius ülkesinin başkenti hangisidir?,Port Louis
q3208,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Mikronezya ülkesinin başkenti hangisidir?,Palikir
q3209,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Moldova ülkesinin başkenti hangisidir?,Chișinău
q3210,KEEP,0,Zor,capital,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Monako ülkesinin başkenti hangisidir?,Monaco
q3211,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Moritanya ülkesinin başkenti hangisidir?,Nouakchott
q3212,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Mozambik ülkesinin başkenti hangisidir?,Maputo
q3213,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Moğolistan ülkesinin başkenti hangisidir?,Ulan Bator
q3214,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Namibya ülkesinin başkenti hangisidir?,Windhoek
q3215,KEEP,0,Zor,capital,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Nauru ülkesinin başkenti hangisidir?,Yaren
q3216,KEEP,0,Zor,capital,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Nepal ülkesinin başkenti hangisidir?,Kathmandu
q3217,KEEP,0,Zor,capital,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Nijer ülkesinin başkenti hangisidir?,Niamey
q3218,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Nikaragua ülkesinin başkenti hangisidir?,Managua
q3219,REJECT,0,Zor,capital,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Orta Afrika Cumhuriyeti ülkesinin başkenti hangisidir?,Bangui
q3220,KEEP,0,Zor,capital,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Palau ülkesinin başkenti hangisidir?,Ngerulmud
q3221,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Panama hangi kıtada veya coğrafi bölgede yer alır?,Amerika
q3222,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Papua Yeni Gine hangi kıtada veya coğrafi bölgede yer alır?,Okyanusya
q3223,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Paraguay hangi kıtada veya coğrafi bölgede yer alır?,Amerika
q3224,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Peru hangi kıtada veya coğrafi bölgede yer alır?,Amerika
q3225,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Romanya hangi kıtada veya coğrafi bölgede yer alır?,Avrupa
q3226,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Ruanda hangi kıtada veya coğrafi bölgede yer alır?,Afrika
q3227,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Saint Kitts ve Nevis hangi kıtada veya coğrafi bölgede yer alır?,Amerika
q3228,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Saint Lucia hangi kıtada veya coğrafi bölgede yer alır?,Amerika
q3229,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Saint Vincent ve Grenadinler hangi kıtada veya coğrafi bölgede yer alır?,Amerika
q3230,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Samoa hangi kıtada veya coğrafi bölgede yer alır?,Okyanusya
q3231,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,San Marino hangi kıtada veya coğrafi bölgede yer alır?,Avrupa
q3232,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Sao Tome ve Principe hangi kıtada veya coğrafi bölgede yer alır?,Afrika
q3233,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Senegal hangi kıtada veya coğrafi bölgede yer alır?,Afrika
q3234,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Seyşeller hangi kıtada veya coğrafi bölgede yer alır?,Afrika
q3235,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Sierra Leone hangi kıtada veya coğrafi bölgede yer alır?,Afrika
q3236,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Singapur hangi kıtada veya coğrafi bölgede yer alır?,Asya
q3237,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Slovakya hangi kıtada veya coğrafi bölgede yer alır?,Avrupa
q3238,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Slovenya hangi kıtada veya coğrafi bölgede yer alır?,Avrupa
q3239,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Solomon Adaları hangi kıtada veya coğrafi bölgede yer alır?,Okyanusya
q3240,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Somali hangi kıtada veya coğrafi bölgede yer alır?,Afrika
q3241,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Sri Lanka hangi kıtada veya coğrafi bölgede yer alır?,Asya
q3242,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Sudan hangi kıtada veya coğrafi bölgede yer alır?,Afrika
q3243,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Surinam hangi kıtada veya coğrafi bölgede yer alır?,Amerika
q3244,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Suriye hangi kıtada veya coğrafi bölgede yer alır?,Asya
q3245,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Sırbistan hangi kıtada veya coğrafi bölgede yer alır?,Avrupa
q3246,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Tacikistan hangi kıtada veya coğrafi bölgede yer alır?,Asya
q3247,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Tanzanya hangi kıtada veya coğrafi bölgede yer alır?,Afrika
q3248,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Tayvan hangi kıtada veya coğrafi bölgede yer alır?,Asya
q3249,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Timor-Leste hangi kıtada veya coğrafi bölgede yer alır?,Asya
q3250,REJECT,0,Kolay,region,Trivia değeri düşük veya fazla niş şablon.,Togo hangi kıtada veya coğrafi bölgede yer alır?,Afrika
q3251,KEEP,0,Zor,currency,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Afganistan ülkesinde kullanılan para biriminin uluslararası kodu hangisidir?,AFN
q3252,KEEP,0,Zor,currency,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Angola ülkesinde kullanılan para biriminin uluslararası kodu hangisidir?,AOA
q3253,REJECT,0,Zor,currency,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Antigua ve Barbuda ülkesinde kullanılan para biriminin uluslararası kodu hangisidir?,XCD
q3254,KEEP,0,Zor,currency,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Arnavutluk ülkesinde kullanılan para biriminin uluslararası kodu hangisidir?,ALL
q3255,KEEP,0,Zor,currency,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Azerbaycan ülkesinde kullanılan para biriminin uluslararası kodu hangisidir?,AZN
q3256,KEEP,0,Zor,currency,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Bahamalar ülkesinde kullanılan para biriminin uluslararası kodu hangisidir?,BSD
q3257,KEEP,0,Zor,currency,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Bahreyn ülkesinde kullanılan para biriminin uluslararası kodu hangisidir?,BHD
q3258,KEEP,0,Zor,currency,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Bangladeş ülkesinde kullanılan para biriminin uluslararası kodu hangisidir?,BDT
q3259,KEEP,0,Zor,currency,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Barbados ülkesinde kullanılan para biriminin uluslararası kodu hangisidir?,BBD
q3260,KEEP,0,Zor,currency,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Belarus ülkesinde kullanılan para biriminin uluslararası kodu hangisidir?,BYR
q3261,KEEP,0,Zor,currency,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Belize ülkesinde kullanılan para biriminin uluslararası kodu hangisidir?,BZD
q3262,KEEP,0,Zor,currency,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Benin ülkesinde kullanılan para biriminin uluslararası kodu hangisidir?,XOF
q3263,REJECT,0,Zor,currency,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Birleşik Arap Emirlikleri ülkesinde kullanılan para biriminin uluslararası kodu hangisidir?,AED
q3264,REJECT,0,Zor,currency,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Bosna-Hersek ülkesinde kullanılan para biriminin uluslararası kodu hangisidir?,BAM
q3265,KEEP,0,Zor,currency,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Botsvana ülkesinde kullanılan para biriminin uluslararası kodu hangisidir?,BWP
q3266,KEEP,0,Zor,currency,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Brunei ülkesinde kullanılan para biriminin uluslararası kodu hangisidir?,BND
q3267,REJECT,0,Zor,currency,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Bulgaristan ülkesinde kullanılan para biriminin uluslararası kodu hangisidir?,BGN
q3268,REJECT,0,Zor,currency,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,Burkina Faso ülkesinde kullanılan para biriminin uluslararası kodu hangisidir?,XOF
q3269,KEEP,0,Zor,currency,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Burundi ülkesinde kullanılan para biriminin uluslararası kodu hangisidir?,BIF
q3270,KEEP,0,Zor,currency,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Cabo Verde ülkesinde kullanılan para biriminin uluslararası kodu hangisidir?,CVE
q3271,REJECT,0,Zor,calling,kod/idari veri,+216 uluslararası telefon kodu hangi ülkeye aittir?,Tunus
q3272,REJECT,0,Zor,calling,kod/idari veri,+688 uluslararası telefon kodu hangi ülkeye aittir?,Tuvalu
q3273,REJECT,0,Zor,calling,kod/idari veri,+993 uluslararası telefon kodu hangi ülkeye aittir?,Türkmenistan
q3274,REJECT,0,Zor,calling,kod/idari veri,+256 uluslararası telefon kodu hangi ülkeye aittir?,Uganda
q3275,REJECT,0,Zor,calling,kod/idari veri,+968 uluslararası telefon kodu hangi ülkeye aittir?,Umman
q3276,REJECT,0,Zor,calling,kod/idari veri,+598 uluslararası telefon kodu hangi ülkeye aittir?,Uruguay
q3277,REJECT,0,Zor,calling,kod/idari veri,+678 uluslararası telefon kodu hangi ülkeye aittir?,Vanuatu
q3278,REJECT,0,Zor,calling,kod/idari veri,+58 uluslararası telefon kodu hangi ülkeye aittir?,Venezuela
q3279,REJECT,0,Zor,calling,kod/idari veri,+84 uluslararası telefon kodu hangi ülkeye aittir?,Vietnam
q3280,REJECT,0,Zor,calling,kod/idari veri,+967 uluslararası telefon kodu hangi ülkeye aittir?,Yemen
q3281,REJECT,0,Zor,calling,kod/idari veri,+64 uluslararası telefon kodu hangi ülkeye aittir?,Yeni Zelanda
q3282,REJECT,0,Zor,calling,kod/idari veri,+260 uluslararası telefon kodu hangi ülkeye aittir?,Zambiya
q3283,REJECT,0,Zor,calling,kod/idari veri,+263 uluslararası telefon kodu hangi ülkeye aittir?,Zimbabve
q3284,REJECT,0,Zor,calling,kod/idari veri,+235 uluslararası telefon kodu hangi ülkeye aittir?,Çad
q3285,REJECT,0,Zor,calling,kod/idari veri,+420 uluslararası telefon kodu hangi ülkeye aittir?,Çekya
q3286,REJECT,0,Zor,calling,kod/idari veri,+998 uluslararası telefon kodu hangi ülkeye aittir?,Özbekistan
q3287,REJECT,0,Zor,calling,kod/idari veri,+962 uluslararası telefon kodu hangi ülkeye aittir?,Ürdün
q3288,KEEP,1,Kolay,film-director,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Citizen Kane filminin yönetmeni kimdir?,Orson Welles
q3289,KEEP,1,Orta,film-director,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Seven Samurai filminin yönetmeni kimdir?,Akira Kurosawa
q3290,KEEP,1,Orta,film-director,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Rashomon filminin yönetmeni kimdir?,Akira Kurosawa
q3291,KEEP,1,Kolay,film-director,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Tokyo Story filminin yönetmeni kimdir?,Yasujirō Ozu
q3292,KEEP,1,Orta,film-director,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Bicycle Thieves filminin yönetmeni kimdir?,Vittorio De Sica
q3293,KEEP,1,Orta,film-director,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",8½ filminin yönetmeni kimdir?,Federico Fellini
q3294,KEEP,1,Kolay,film-director,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",La Dolce Vita filminin yönetmeni kimdir?,Federico Fellini
q3295,REJECT,1,Orta,film-director,Aynı kalıptan/cevaptan fazla soru bulunduğu için çeşitlilik kotasında elendi.,The Seventh Seal filminin yönetmeni kimdir?,Ingmar Bergman
q3296,KEEP,1,Orta,film-director,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Persona filminin yönetmeni kimdir?,Ingmar Bergman
q3297,KEEP,1,Kolay,film-director,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Stalker filminin yönetmeni kimdir?,Andrei Tarkovsky
q3298,KEEP,1,Orta,film-director,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",Solaris filminin yönetmeni kimdir?,Andrei Tarkovsky
q3299,KEEP,1,Orta,film-director,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",A Separation filminin yönetmeni kimdir?,Asghar Farhadi
q3300,KEEP,1,Kolay,film-director,"Tek bilgi soran, doğal ve çeşitlilik kotasını geçen soru.",The Salesman filminin yönetmeni kimdir?,Asghar Farhadi
