BİLGİ ROTASI – KATEGORİYE GİYDİRİLMİŞ MATEMATİK SORULARI
======================================================================================

Toplam soru bankası: 53063
Matematik problemi olarak elenecek: 16243

KATEGORİLERE GÖRE
--------------------------------------------------------------------------------------
Eğlence: 3993
Spor: 3924
Bilim & Doğa: 3391
Coğrafya: 2851
Sanat & Edebiyat: 1822
Tarih: 262

ELENECEK SORULAR
--------------------------------------------------------------------------------------
ID	KATEGORİ	TESPİT	SORU
q9079	Spor	işlem işareti	“Standart tahta kaç yatay ve kaç dikey çizgiden oluşur?” kural sorusunun doğru cevabı 19 × 19 olan spor hangisidir?
q9085	Spor	sayısal seçenekler	2012 NBA Finalleri ile 1932 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q9093	Spor	sayısal seçenekler	1904 Yaz Olimpiyatları ile 2012 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q9101	Spor	sayısal seçenekler	1950 FIFA Dünya Kupası ile 1960 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q9109	Spor	sayısal seçenekler	2017 NBA Finalleri ile 1956 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q9117	Spor	sayısal seçenekler	1950 FIFA Dünya Kupası ile 2002 NBA Finalleri organizasyonları arasında kaç yıl vardır?
q9121	Coğrafya	işlem işareti	Paraguay ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9125	Coğrafya	işlem işareti	308 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9127	Coğrafya	işlem işareti	Endonezya ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9131	Coğrafya	işlem işareti	686 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9133	Coğrafya	işlem işareti	Eritre ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9137	Coğrafya	işlem işareti	422 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9139	Coğrafya	işlem işareti	Etiyopya ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9143	Coğrafya	işlem işareti	158 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9145	Coğrafya	işlem işareti	Saint Vincent ve Grenadinler ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9149	Coğrafya	işlem işareti	031 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9151	Coğrafya	işlem işareti	Irak ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9155	Coğrafya	işlem işareti	036 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9157	Coğrafya	işlem işareti	Libya ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9161	Coğrafya	işlem işareti	050 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9163	Coğrafya	işlem işareti	Rusya ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9167	Coğrafya	işlem işareti	776 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9169	Coğrafya	işlem işareti	İspanya ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9173	Coğrafya	işlem işareti	798 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9175	Coğrafya	işlem işareti	Malavi ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9179	Coğrafya	işlem işareti	598 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9181	Coğrafya	işlem işareti	Liechtenstein ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9185	Coğrafya	işlem işareti	404 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9187	Coğrafya	işlem işareti	Kamboçya ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9191	Coğrafya	işlem işareti	064 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9193	Coğrafya	işlem işareti	Sudan ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9197	Coğrafya	işlem işareti	032 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9199	Coğrafya	işlem işareti	Umman ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9203	Coğrafya	işlem işareti	410 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9205	Coğrafya	işlem işareti	Çekya ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9209	Coğrafya	işlem işareti	591 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9211	Coğrafya	işlem işareti	Belize ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9215	Coğrafya	işlem işareti	780 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9217	Coğrafya	işlem işareti	Burkina Faso ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9221	Coğrafya	işlem işareti	624 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9223	Coğrafya	işlem işareti	İtalya ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9227	Coğrafya	işlem işareti	246 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9229	Coğrafya	işlem işareti	Birleşik Arap Emirlikleri ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9233	Coğrafya	işlem işareti	270 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9235	Coğrafya	işlem işareti	Katar ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9239	Coğrafya	işlem işareti	854 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9241	Coğrafya	işlem işareti	Belçika ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9245	Coğrafya	işlem işareti	600 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9247	Coğrafya	işlem işareti	İsrail ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9251	Coğrafya	işlem işareti	788 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9253	Coğrafya	işlem işareti	Kazakistan ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9257	Coğrafya	işlem işareti	004 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9259	Coğrafya	işlem işareti	Trinidad ve Tobago ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9263	Coğrafya	işlem işareti	392 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9265	Coğrafya	işlem işareti	Surinam ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9269	Coğrafya	işlem işareti	112 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9271	Coğrafya	işlem işareti	Mali ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9275	Coğrafya	işlem işareti	887 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9277	Coğrafya	işlem işareti	El Salvador ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9281	Coğrafya	işlem işareti	218 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9283	Coğrafya	işlem işareti	İran ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q9287	Coğrafya	işlem işareti	040 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q9487	Tarih	sayısal seçenekler	1857 Hint Ayaklanması ile 1848 Devrimlerinin başlaması arasında kaç yıl vardır?
q9685	Sanat & Edebiyat	sayısal seçenekler	Noktürn Op. 9 No. 2 ile Clair de Lune eserlerinin tarihlerinin arasında kaç yıl vardır?
q9959	Spor	sayısal seçenekler	1912 Yaz Olimpiyatları ile 2003 NBA Finalleri organizasyonları arasında kaç yıl vardır?
q9967	Spor	sayısal seçenekler	1966 FIFA Dünya Kupası ile 1928 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q9975	Spor	sayısal seçenekler	2006 NBA Finalleri ile 1996 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q9983	Spor	sayısal seçenekler	1934 FIFA Dünya Kupası ile 2008 Avrupa Futbol Şampiyonası organizasyonları arasında kaç yıl vardır?
q9991	Spor	sayısal seçenekler	2006 FIFA Dünya Kupası ile 1964 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q9999	Spor	sayısal seçenekler	1994 FIFA Dünya Kupası ile 2023 NBA Finalleri organizasyonları arasında kaç yıl vardır?
q10006	Spor	sayısal seçenekler	2009 NBA Finalleri ile 2024 NBA Finalleri organizasyonları arasında kaç yıl vardır?
q10013	Spor	sayısal seçenekler	1978 FIFA Dünya Kupası ile 2013 NBA Finalleri organizasyonları arasında kaç yıl vardır?
q10019	Spor	sayısal seçenekler	2008 Avrupa Futbol Şampiyonası ile 1972 Avrupa Futbol Şampiyonası organizasyonları arasında kaç yıl vardır?
q10025	Spor	sayısal seçenekler	1920 Yaz Olimpiyatları ile 2017 NBA Finalleri organizasyonları arasında kaç yıl vardır?
q10031	Spor	sayısal seçenekler	1966 FIFA Dünya Kupası ile 2018 NBA Finalleri organizasyonları arasında kaç yıl vardır?
q10037	Spor	sayısal seçenekler	1904 Yaz Olimpiyatları ile 2010 FIFA Dünya Kupası organizasyonları arasında kaç yıl vardır?
q10043	Spor	sayısal seçenekler	2012 Yaz Olimpiyatları ile 1964 Avrupa Futbol Şampiyonası organizasyonları arasında kaç yıl vardır?
q10049	Spor	sayısal seçenekler	1996 Yaz Olimpiyatları ile 2009 NBA Finalleri organizasyonları arasında kaç yıl vardır?
q10055	Spor	sayısal seçenekler	1964 Yaz Olimpiyatları ile 1980 Avrupa Futbol Şampiyonası organizasyonları arasında kaç yıl vardır?
q10060	Spor	sayısal seçenekler	2000 NBA Finalleri ile 1928 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q10065	Spor	sayısal seçenekler	2018 NBA Finalleri ile 1950 FIFA Dünya Kupası organizasyonları arasında kaç yıl vardır?
q10070	Spor	sayısal seçenekler	2004 Avrupa Futbol Şampiyonası ile 1976 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q10074	Spor	sayısal seçenekler	1960 Yaz Olimpiyatları ile 2016 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q10077	Spor	sayısal seçenekler	1992 Avrupa Futbol Şampiyonası ile 1928 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q10080	Spor	sayısal seçenekler	1928 Yaz Olimpiyatları ile 1956 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q10083	Spor	sayısal seçenekler	1984 Avrupa Futbol Şampiyonası ile 1954 FIFA Dünya Kupası organizasyonları arasında kaç yıl vardır?
q10086	Spor	sayısal seçenekler	1934 FIFA Dünya Kupası ile 2001 NBA Finalleri organizasyonları arasında kaç yıl vardır?
q10089	Spor	sayısal seçenekler	1912 Yaz Olimpiyatları ile 1960 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q10092	Spor	sayısal seçenekler	1954 FIFA Dünya Kupası ile 2022 NBA Finalleri organizasyonları arasında kaç yıl vardır?
q10095	Spor	sayısal seçenekler	1932 Yaz Olimpiyatları ile 2019 NBA Finalleri organizasyonları arasında kaç yıl vardır?
q10098	Spor	sayısal seçenekler	1930 FIFA Dünya Kupası ile 1912 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q10101	Spor	sayısal seçenekler	1904 Yaz Olimpiyatları ile 1936 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q10104	Spor	sayısal seçenekler	1948 Yaz Olimpiyatları ile 2004 NBA Finalleri organizasyonları arasında kaç yıl vardır?
q10107	Spor	sayısal seçenekler	2010 NBA Finalleri ile 2006 NBA Finalleri organizasyonları arasında kaç yıl vardır?
q10110	Spor	sayısal seçenekler	2005 NBA Finalleri ile 2022 FIFA Dünya Kupası organizasyonları arasında kaç yıl vardır?
q10113	Spor	sayısal seçenekler	1972 Yaz Olimpiyatları ile 1996 Avrupa Futbol Şampiyonası organizasyonları arasında kaç yıl vardır?
q10116	Spor	sayısal seçenekler	1960 Avrupa Futbol Şampiyonası ile 2009 NBA Finalleri organizasyonları arasında kaç yıl vardır?
q10119	Spor	sayısal seçenekler	2011 NBA Finalleri ile 1972 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q10122	Coğrafya	işlem işareti	Papua Yeni Gine ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10126	Coğrafya	işlem işareti	356 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10128	Coğrafya	işlem işareti	Güney Sudan ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10132	Coğrafya	işlem işareti	368 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10134	Coğrafya	işlem işareti	Slovenya ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10138	Coğrafya	işlem işareti	430 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10140	Coğrafya	işlem işareti	Macaristan ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10144	Coğrafya	işlem işareti	434 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10146	Coğrafya	işlem işareti	İsviçre ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10150	Coğrafya	işlem işareti	052 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10152	Coğrafya	işlem işareti	Norveç ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10156	Coğrafya	işlem işareti	376 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10158	Coğrafya	işlem işareti	Gana ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10162	Coğrafya	işlem işareti	048 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10164	Coğrafya	işlem işareti	Avustralya ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10168	Coğrafya	işlem işareti	478 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10170	Coğrafya	işlem işareti	İsveç ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10174	Coğrafya	işlem işareti	070 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10176	Coğrafya	işlem işareti	Burundi ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10180	Coğrafya	işlem işareti	324 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10182	Coğrafya	işlem işareti	Suriye ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10186	Coğrafya	işlem işareti	694 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10188	Coğrafya	işlem işareti	Vietnam ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10192	Coğrafya	işlem işareti	710 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10194	Coğrafya	işlem işareti	Laos ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10198	Coğrafya	işlem işareti	012 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10200	Coğrafya	işlem işareti	Monako ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10204	Coğrafya	işlem işareti	170 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10206	Coğrafya	işlem işareti	Sierra Leone ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10210	Coğrafya	işlem işareti	116 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10212	Coğrafya	işlem işareti	Moğolistan ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10216	Coğrafya	işlem işareti	384 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10218	Coğrafya	işlem işareti	Tuvalu ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10222	Coğrafya	işlem işareti	558 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10224	Coğrafya	işlem işareti	Estonya ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10228	Coğrafya	işlem işareti	408 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10230	Coğrafya	işlem işareti	Bangladeş ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10234	Coğrafya	işlem işareti	504 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10236	Coğrafya	işlem işareti	San Marino ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10240	Coğrafya	işlem işareti	072 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10242	Coğrafya	işlem işareti	Ermenistan ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10246	Coğrafya	işlem işareti	454 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10248	Coğrafya	işlem işareti	Gürcistan ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10252	Coğrafya	işlem işareti	752 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10254	Coğrafya	işlem işareti	Malezya ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10258	Coğrafya	işlem işareti	360 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10260	Coğrafya	işlem işareti	Belarus ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10264	Coğrafya	işlem işareti	332 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10266	Coğrafya	işlem işareti	Güney Afrika ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10270	Coğrafya	işlem işareti	458 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10272	Coğrafya	işlem işareti	Litvanya ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10276	Coğrafya	işlem işareti	388 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10278	Coğrafya	işlem işareti	Letonya ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10282	Coğrafya	işlem işareti	140 sayısal ISO 3166-1 kodu hangi ülkeyi gösterir?
q10284	Coğrafya	işlem işareti	Lesotho ülkesinin iki harfli ISO 3166-1 kodu hangisidir?
q10669	Sanat & Edebiyat	sayısal seçenekler	No. 61 (Rust and Blue) ile Untitled Film Still #21 eserlerinin tarihlerinin arasında kaç yıl vardır?
q10706	Sanat & Edebiyat	sayısal seçenekler	Noktürn Op. 9 No. 2 ile Kuğu Gölü eserlerinin tarihlerinin arasında kaç yıl vardır?
q10956	Spor	sayısal seçenekler	1992 Yaz Olimpiyatları ile 1988 Avrupa Futbol Şampiyonası organizasyonları arasında kaç yıl vardır?
q10959	Spor	sayısal seçenekler	1988 Avrupa Futbol Şampiyonası ile 1968 Avrupa Futbol Şampiyonası organizasyonları arasında kaç yıl vardır?
q10962	Spor	sayısal seçenekler	2004 NBA Finalleri ile 1960 Avrupa Futbol Şampiyonası organizasyonları arasında kaç yıl vardır?
q10965	Spor	sayısal seçenekler	2020 NBA Finalleri ile 2004 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q10968	Spor	sayısal seçenekler	1960 Yaz Olimpiyatları ile 2024 NBA Finalleri organizasyonları arasında kaç yıl vardır?
q10971	Spor	sayısal seçenekler	1978 FIFA Dünya Kupası ile 1928 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q10974	Spor	sayısal seçenekler	1962 FIFA Dünya Kupası ile 1960 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q10977	Spor	sayısal seçenekler	1962 FIFA Dünya Kupası ile 1972 Avrupa Futbol Şampiyonası organizasyonları arasında kaç yıl vardır?
q10980	Spor	sayısal seçenekler	2008 Yaz Olimpiyatları ile 1972 Avrupa Futbol Şampiyonası organizasyonları arasında kaç yıl vardır?
q10983	Spor	sayısal seçenekler	2017 NBA Finalleri ile 2013 NBA Finalleri organizasyonları arasında kaç yıl vardır?
q10986	Spor	sayısal seçenekler	2023 NBA Finalleri ile 1900 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q10989	Spor	sayısal seçenekler	2010 NBA Finalleri ile 2015 NBA Finalleri organizasyonları arasında kaç yıl vardır?
q10992	Spor	sayısal seçenekler	2016 Avrupa Futbol Şampiyonası ile 1912 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q10995	Spor	sayısal seçenekler	2010 NBA Finalleri ile 1908 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q10998	Spor	sayısal seçenekler	2013 NBA Finalleri ile 1964 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q11001	Spor	sayısal seçenekler	2012 Yaz Olimpiyatları ile 2020 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q11004	Spor	sayısal seçenekler	1968 Avrupa Futbol Şampiyonası ile 1990 FIFA Dünya Kupası organizasyonları arasında kaç yıl vardır?
q11007	Spor	sayısal seçenekler	1986 FIFA Dünya Kupası ile 2022 FIFA Dünya Kupası organizasyonları arasında kaç yıl vardır?
q11010	Spor	sayısal seçenekler	1972 Avrupa Futbol Şampiyonası ile 1984 Avrupa Futbol Şampiyonası organizasyonları arasında kaç yıl vardır?
q11013	Spor	sayısal seçenekler	1958 FIFA Dünya Kupası ile 2008 Avrupa Futbol Şampiyonası organizasyonları arasında kaç yıl vardır?
q11016	Spor	sayısal seçenekler	1936 Yaz Olimpiyatları ile 1950 FIFA Dünya Kupası organizasyonları arasında kaç yıl vardır?
q11019	Spor	sayısal seçenekler	1924 Yaz Olimpiyatları ile 2014 FIFA Dünya Kupası organizasyonları arasında kaç yıl vardır?
q11022	Spor	sayısal seçenekler	1952 Yaz Olimpiyatları ile 2024 Avrupa Futbol Şampiyonası organizasyonları arasında kaç yıl vardır?
q11025	Spor	sayısal seçenekler	1900 Yaz Olimpiyatları ile 1996 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q11028	Spor	sayısal seçenekler	2004 Yaz Olimpiyatları ile 2011 NBA Finalleri organizasyonları arasında kaç yıl vardır?
q11031	Spor	sayısal seçenekler	1968 Yaz Olimpiyatları ile 2012 Avrupa Futbol Şampiyonası organizasyonları arasında kaç yıl vardır?
q11034	Spor	sayısal seçenekler	2012 NBA Finalleri ile 2024 NBA Finalleri organizasyonları arasında kaç yıl vardır?
q11037	Spor	sayısal seçenekler	1984 Yaz Olimpiyatları ile 2004 Avrupa Futbol Şampiyonası organizasyonları arasında kaç yıl vardır?
q11040	Spor	sayısal seçenekler	2018 NBA Finalleri ile 2012 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q11043	Spor	sayısal seçenekler	2004 NBA Finalleri ile 1928 Yaz Olimpiyatları organizasyonları arasında kaç yıl vardır?
q11046	Spor	sayısal seçenekler	1998 FIFA Dünya Kupası ile 1958 FIFA Dünya Kupası organizasyonları arasında kaç yıl vardır?
q11049	Spor	sayısal seçenekler	2006 FIFA Dünya Kupası ile 1966 FIFA Dünya Kupası organizasyonları arasında kaç yıl vardır?
q11052	Spor	sayısal seçenekler	2024 NBA Finalleri ile 2020 Avrupa Futbol Şampiyonası organizasyonları arasında kaç yıl vardır?
q11055	Spor	sayısal seçenekler	2002 FIFA Dünya Kupası ile 1972 Avrupa Futbol Şampiyonası organizasyonları arasında kaç yıl vardır?
q11058	Spor	sayısal seçenekler	2010 NBA Finalleri ile 2001 NBA Finalleri organizasyonları arasında kaç yıl vardır?
q11061	Spor	sayısal seçenekler	2007 NBA Finalleri ile 1954 FIFA Dünya Kupası organizasyonları arasında kaç yıl vardır?
q11064	Spor	sayısal seçenekler	1968 Yaz Olimpiyatları ile 1960 Avrupa Futbol Şampiyonası organizasyonları arasında kaç yıl vardır?
q11067	Spor	sayısal seçenekler	2021 NBA Finalleri ile 1972 Avrupa Futbol Şampiyonası organizasyonları arasında kaç yıl vardır?
q11070	Spor	sayısal seçenekler	2015 NBA Finalleri ile 2016 NBA Finalleri organizasyonları arasında kaç yıl vardır?
q11073	Spor	sayısal seçenekler	1974 FIFA Dünya Kupası ile 2012 Avrupa Futbol Şampiyonası organizasyonları arasında kaç yıl vardır?
